userId,age,counts_pictures,counts_profileVisits,counts_kisses,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,isVIP,isVerified,lastOnlineTs,lang_count,lang_fr,lang_de,countDetails,flirtstar,hasBirthday,distance,mobile,online,connectedToFacebook,locked,genderLooking,counts_fans,counts_g,isInfluencer,shareProfileEnabled,isfreshman,crypt,isSystemProfile,ISpicture,ISinsta2,ISemoji2,IS_lang_pt_es_en_it,nameN,cityN,locationCityN,locationCitySubN,countryN
50425e986f37f30f26000008,22,15,2502,25,1,0,0,0,0,1428346335.0,1,0,1,0.0,0,0,152.0,1,0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,DE
5043944e6f37f35f6600002d,24,5,22847,1282,1,0,0,0,1,1428438077.0,4,1,1,0.19,0,0,164.0,1,0,0.0,0.0,M,63.0,7.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Other,Other,nan,Other
50450b930c84d3d40e0000b6,21,13,7407,125,1,1,1,0,0,1429967894.0,3,1,1,1.0,0,0,142.0,1,0,0.0,0.0,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Luzern,Other,nan,CH
504b834fa9d0b30a5e000305,19,30,16096,533,1,1,0,0,1,1430049047.0,2,0,1,0.88,0,0,136.0,1,1,0.0,0.0,both,6.0,2.0,0.0,1.0,0.0,0.0,0.0,1,1,0,1,Other,Other,Other,nan,CH
505b77bfa9d0b35a7f000059,20,18,6962,361,1,1,1,0,0,1430036281.0,1,0,1,1.0,0,0,144.0,1,0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,LÃ¶rrach,LÃ¶rrach,nan,DE
505c1fb6883fa981430003eb,22,30,30863,1901,0,0,1,0,0,1428505744.0,1,0,1,0.69,0,0,177.0,1,1,0.0,0.0,both,121.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
505e2cb5883fa927490000de,24,3,51339,2926,1,0,0,0,0,1428489516.0,1,0,1,0.85,0,0,143.0,1,0,0.0,0.0,M,1.0,43.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Vanessa,Other,Other,AG,CH
5061efafca61bef159000003,21,7,3471,38,0,0,1,0,0,1428506076.0,1,0,1,0.96,0,0,183.0,1,1,0.0,0.0,M,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Uster,nan,CH
50770cf26f37f3186400009c,25,18,12050,478,0,1,1,0,0,1428437514.0,1,0,1,0.85,0,0,162.0,1,0,0.0,0.0,M,7.0,4.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Zug,nan,CH
508103fb883fa9e833000226,24,12,26982,710,1,0,1,0,1,1428502966.0,1,0,1,1.0,0,0,138.0,0,0,0.0,0.0,M,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
5081f53b0c84d34f350003ac,24,7,1820,25,1,1,0,0,0,1430048705.0,1,0,1,0.96,0,0,128.0,1,1,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Olten,Other,nan,CH
508759df2d15de2f3a000153,22,18,11507,194,1,0,0,0,1,1428488055.0,1,0,1,0.96,0,0,76.9,0,0,0.0,0.0,none,58.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Bern,nan,CH
5095ab72a9d0b35655000043,21,10,17655,468,1,1,1,0,1,1430043723.0,1,0,1,0.92,0,0,138.0,1,0,0.0,0.0,M,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
509e925c1b0ba0713600001f,21,11,47000,1469,1,0,0,0,1,1428442940.0,2,0,1,0.81,0,0,144.0,1,0,0.0,0.0,M,82.0,7.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Other,LÃ¶rrach,nan,DE
509fd03890c8fd376b000007,19,8,12754,368,1,1,1,0,0,1428505257.0,4,1,1,0.77,0,0,144.0,1,1,0.0,0.0,M,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Olten,Aarau,nan,CH
50a2cd101b0ba03874000031,19,3,7694,143,1,1,1,0,0,1430011055.0,4,1,1,0.12,0,0,135.0,1,0,0.0,0.0,M,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,...,Other,Basel,nan,CH
50a44709ca61be6127000084,25,20,4372,134,1,0,0,0,0,1430044395.0,1,0,1,0.92,0,0,139.0,1,0,0.0,0.0,M,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Other,Other,Luzern,nan,CH
50a88f797acab1596d00006c,22,5,9700,124,1,0,0,0,0,1428489012.0,1,0,1,0.19,0,0,183.0,1,0,0.0,0.0,M,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
50a8deee0c84d37d2c000005,20,3,10531,360,1,0,0,0,1,1430042696.0,1,0,1,0.88,0,0,141.0,0,0,0.0,0.0,M,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Nicole,Luzern,Luzern,nan,CH
50abd2c0c56da13775000018,19,8,16458,486,1,0,1,0,0,1430048036.0,1,0,1,0.85,0,0,0.0,1,1,0.0,0.0,M,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Other,Other,Other,nan,CH
50aff34a1a0ba07b1d00004e,20,5,264,6,0,1,0,1,1,1430040505.0,1,1,0,0.85,0,0,0.0,1,0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,La,nan,CH
50b0b5681a0ba0c326000067,25,15,18475,1065,1,1,0,1,1,1429997449.0,4,0,1,1.0,0,0,139.0,1,0,0.0,0.0,M,23.0,7.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Other,Other,nan,CH
50b283771b0ba0162c00008c,22,5,7045,316,1,0,1,0,1,1429907087.0,1,0,1,1.0,0,0,139.0,1,0,0.0,0.0,M,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,DE
50b48af7c76da15a65000048,25,4,52884,1717,1,1,1,0,0,1428335951.0,1,0,1,0.77,0,0,318.0,1,1,0.0,0.0,M,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Other,Stuttgart,Other,nan,DE
50ba0df8c46da1c070000084,22,12,37740,1016,1,0,1,0,0,1430060567.0,1,0,1,0.92,0,0,133.0,1,1,0.0,0.0,M,41.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
50bca8837acab16d13000049,20,4,6730,297,0,1,0,0,0,1430645024.0,1,0,0,0.96,0,0,29.9,1,1,0.0,0.0,M,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,0,1,Other,Other,Other,nan,CH
50c0be44140ba07b3a000029,24,4,18395,328,0,0,1,0,0,1430044356.0,1,0,1,0.58,0,0,0.0,0,0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Zurich,ZÃ¼rich,nan,CH
50c442ab7acab12b2500025c,24,6,6756,81,1,0,1,0,1,1430046285.0,1,0,1,0.9,0,0,136.0,1,1,0.0,0.0,M,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Basel,Basel,nan,CH
50c65f97c76da1170400000a,21,4,10976,158,1,0,0,0,0,1430048824.0,1,0,1,0.88,0,0,135.0,1,1,0.0,0.0,M,26.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
50c7bf0f1b0ba09307000014,22,5,1309,89,1,1,0,0,1,1428506926.0,1,0,1,0.81,0,0,140.0,1,1,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Luzern,Luzern,nan,CH
50c8b1ccc56da12b4e000008,26,1,1448,37,0,0,1,0,0,1428335788.0,1,0,1,0.35,0,0,309.0,1,1,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Stuttgart,Stuttgart,nan,DE
50ca3352ca61bef76e000033,23,19,31448,754,0,0,1,0,1,1429977254.0,1,0,1,0.81,0,0,81.0,1,0,0.0,0.0,M,31.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
50cfc14b150ba0f5620001f7,20,8,7979,138,1,1,1,0,1,1429999436.0,2,0,1,0.96,0,0,179.0,1,0,0.0,0.0,M,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Other,Other,Other,nan,DE
50d5af6a1b0ba0096e000018,19,4,48980,2358,1,0,1,0,0,1430046292.0,1,0,1,0.62,0,0,167.0,1,1,0.0,0.0,M,28.0,4.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,Other,Other,Other,nan,CH
50d89ab12d15de7c73000019,22,3,54332,1196,1,1,0,0,1,1430045892.0,0,0,0,0.81,0,0,162.0,1,1,0.0,0.0,M,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
50da3a797acab1f041000000,20,28,33528,3679,0,1,0,0,1,1428506364.0,5,0,1,0.85,0,0,138.0,1,1,0.0,0.0,M,32.0,10.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Basel,Basel,nan,CH
50dd6cd8150ba0415a000027,22,11,6495,292,1,0,0,0,0,1428333037.0,4,1,1,0.62,0,0,77.0,1,1,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Other,Other,nan,CH
50ddf34b140ba0c51e000000,23,30,11989,272,1,0,1,1,0,1430035491.0,1,0,1,1.0,0,0,95.6,1,0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
50e61f4c6f37f3454f000006,20,13,2844,35,1,0,1,0,0,1429479237.0,2,0,1,0.81,0,0,131.0,1,0,0.0,0.0,M,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Other,Other,nan,CH
50e692676f37f3827d000034,20,1,27174,1306,1,0,0,0,1,1430049023.0,0,0,0,0.35,0,0,168.0,0,1,0.0,0.0,M,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Zurich,Other,nan,CH
50e9be370c84d3783600005f,25,11,4709,203,1,1,1,0,0,1429891256.0,1,0,1,0.81,0,0,76.1,1,0,0.0,0.0,M,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Berne,Other,nan,CH
50f141fcc76da1d728000134,21,21,20642,530,1,0,0,0,0,1428501593.0,3,0,1,0.85,0,0,80.1,1,0,0.0,0.0,M,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Other,Other,nan,CH
50f3220f38a89c0a5b00004e,23,7,18216,301,1,1,1,0,0,1430047243.0,1,0,1,0.88,0,0,149.0,1,1,0.0,0.0,M,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Aarau,Other,nan,CH
50f445bb38a89cfb2300002a,19,7,9078,335,1,0,0,1,1,1430008067.0,1,0,1,0.69,0,0,188.0,1,0,0.0,0.0,M,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Freiburg im Breisgau,Freiburg,nan,DE
50f6eb85170ba0cd43000041,21,3,18187,772,0,0,1,0,1,1430001658.0,1,0,1,0.96,0,0,95.0,1,0,0.0,0.0,none,51.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
50f8fa1a170ba0b3320000e6,24,6,17115,610,1,0,1,0,1,1428494131.0,4,1,1,0.85,0,0,140.0,0,0,0.0,0.0,M,13.0,10.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Luzern,nan,nan,CH
50f9099d90c8fd99540000e6,20,14,51560,6155,1,0,0,0,1,1430048865.0,1,0,1,0.92,0,0,175.0,1,1,0.0,0.0,M,18.0,11.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,Other,Other,Other,nan,CH
50fa59cc7acab11d6a000094,23,20,23177,1194,0,0,1,0,1,1428491993.0,1,0,1,1.0,0,0,166.0,1,0,0.0,0.0,M,25.0,13.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
50faaba538a89c18710000b0,23,1,52,0,1,0,1,0,0,1428335721.0,1,0,1,0.54,0,0,371.0,1,1,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,DE
50fb18b97acab14f200001a2,20,13,4829,348,0,0,1,0,0,1430066440.0,1,0,1,1.0,0,0,198.0,1,0,0.0,0.0,M,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Other,Other,Other,nan,DE
50fc18d51c6988476800011b,20,4,31435,1978,1,1,1,0,0,1430042658.0,2,0,1,0.42,0,0,79.7,1,0,0.0,0.0,M,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Other,Other,Other,nan,CH
50fc37851d6988a7490000be,24,27,28159,638,1,1,0,0,0,1428770555.0,1,0,1,0.77,0,0,161.0,1,0,0.0,0.0,M,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,DE
50fdb9d1170ba0524c000035,22,11,5550,450,0,1,0,0,0,1430074323.0,1,0,1,1.0,0,0,144.0,1,1,0.0,0.0,both,12.0,4.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Freiburg im Breisgau,LÃ¶rrach,nan,DE
5102daf51e69880d1500010b,19,8,1255,52,1,1,0,0,0,1428269541.0,1,0,1,0.5,0,0,160.0,1,0,0.0,0.0,M,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Zug,nan,CH
51059c68190ba0f01c00001e,23,4,5177,467,1,1,1,0,1,1428503564.0,2,0,1,0.96,0,0,178.0,1,1,0.0,0.0,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Other,Other,nan,CH
5106db1a140ba0307e00016d,26,11,25845,1898,1,1,1,0,0,1428336958.0,5,0,1,0.73,0,0,302.0,1,1,0.0,0.0,M,34.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Other,Other,Other,nan,DE
5109b4e4170ba0b722000222,25,7,8143,317,0,0,1,0,1,1428335823.0,2,0,1,0.96,0,0,495.0,1,1,0.0,0.0,M,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,KÃ¶ln,KÃ¶ln,nan,DE
510a4f750c84d3a54800007d,24,10,10861,593,1,0,0,0,0,1430163570.0,1,0,1,1.0,0,0,453.0,1,1,0.0,0.0,both,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Jasmin,Other,Other,nan,DE
510acfd738a89cb663000008,21,21,52465,3739,1,0,1,0,0,1430045105.0,1,0,1,0.27,0,0,51.4,1,0,0.0,0.0,M,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Fribourg,Other,nan,CH
51115846150ba0c3310000d2,24,4,1076,20,1,1,1,0,0,1428407128.0,1,0,1,0.85,0,0,160.0,1,0,0.0,0.0,M,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,DE
5111891a1c698865440000fc,22,8,19690,551,1,0,1,0,1,1430162908.0,1,0,1,0.73,0,0,258.0,1,1,0.0,0.0,both,13.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,AT
5117cf3b150ba01d540000d5,20,19,28293,1027,0,0,0,0,0,1430639644.0,2,0,1,0.5,0,0,163.0,1,0,0.0,0.0,none,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Other,Basel,Other,nan,CH
5117d5bd1d69884d140000c7,24,17,43796,2750,1,1,1,0,1,1430028455.0,1,0,1,0.0,0,0,139.0,1,0,0.0,0.0,M,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
511a6290190ba01634000087,19,7,5101,158,1,0,0,0,0,1430074314.0,2,1,1,1.0,1,0,79.3,1,1,0.0,0.0,M,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
511b8ed138a89c2320000019,20,4,9850,241,1,0,0,0,1,1429973890.0,1,0,1,0.35,0,0,174.0,1,0,0.0,0.0,M,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,Cindy,Other,Other,nan,CH
511c3eaac76da1e526000004,19,4,21224,316,1,0,0,0,1,1430029536.0,3,0,1,0.23,0,0,145.0,1,0,0.0,0.0,M,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Other,Aarau,nan,Other
511cceb51d6988784100018d,19,9,4335,355,1,0,0,0,0,1428339883.0,1,0,1,0.5,0,0,106.0,1,0,0.0,0.0,M,91.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Vanessa,Other,Other,nan,CH
511f820f140ba0a91400019a,19,4,12754,644,1,0,0,0,0,1430069266.0,1,0,1,0.65,0,0,50.4,1,0,0.0,0.0,M,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Other,Fribourg,Fribourg,nan,CH
512144e00c84d3d524000109,26,4,3441,88,0,0,1,0,0,1428336307.0,1,0,1,0.85,0,0,220.0,1,1,0.0,0.0,M,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Other,Other,Other,nan,DE
5122a0a3170ba0d75900015e,19,10,18731,644,1,0,0,0,1,1430033954.0,1,0,1,0.42,0,0,92.0,1,0,0.0,0.0,M,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
5123a9b6150ba0431a00008f,21,16,5450,298,1,0,0,0,1,1429972888.0,9,1,1,0.85,0,0,136.0,1,0,0.0,0.0,M,15.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Other,Other,Other,nan,CH
51246da80c84d35d77000e2b,19,1,29903,2146,1,1,0,0,0,1430039653.0,3,1,1,0.15,0,0,173.0,1,0,0.0,0.0,none,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Other,ZÃ¼rich,ZÃ¼rich,nan,CH
512a2a4090c8fd9476000171,24,11,14526,1116,0,0,1,0,1,1429773885.0,1,0,1,1.0,0,0,185.0,1,0,0.0,0.0,M,19.0,9.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,Other
512b4e840c84d32f3600017d,24,15,3769,276,1,1,0,0,0,1430047791.0,1,0,1,0.88,0,0,106.0,1,1,0.0,0.0,M,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Other,Other,nan,CH
513248b3160ba0eb6b000133,20,6,7662,189,1,0,0,0,0,1430215780.0,1,0,1,0.77,0,0,186.0,1,0,0.0,0.0,M,148.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,Other,Other,Other,nan,DE
5134e776160ba0c670000009,19,6,7571,396,0,0,1,0,0,1430003159.0,1,0,1,0.73,0,0,131.0,1,0,0.0,0.0,M,7.0,3.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Other,Other,Other,nan,CH
5137a0eb150ba03c0d000124,19,13,7842,142,1,1,0,0,0,1428503033.0,2,0,1,0.77,0,0,195.0,1,1,0.0,0.0,none,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Winterthur,Other,nan,CH
513a258e140ba02e5d000013,23,4,3959,188,1,0,0,0,1,1428336100.0,1,0,1,0.81,0,0,315.0,1,1,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Other,Stuttgart,Stuttgart,nan,DE
513c612c150ba06326000073,23,1,1797,40,0,0,1,0,1,1429807428.0,1,0,1,0.88,0,0,222.0,1,0,0.0,0.0,none,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Michelle,Other,Lahr/Schwarzwald,nan,DE
513f1005150ba0bf31000da2,20,6,30847,1861,1,0,0,0,0,1428505924.0,1,0,1,1.0,0,0,173.0,1,1,0.0,0.0,M,43.0,6.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,Other,ZÃ¼rich,nan,nan,CH
513f7e33150ba08d5f000390,23,2,12671,338,1,0,1,0,0,1428336829.0,1,0,1,0.15,0,0,306.0,0,1,0.0,0.0,M,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Other,Karlsruhe,Karlsruhe,nan,DE
514182931a0ba0f928000a9c,20,11,7465,247,1,1,0,0,0,1428486716.0,1,0,1,0.81,0,0,112.0,1,0,0.0,0.0,M,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Bern,Other,nan,CH
5144e452180ba0cd31000696,20,12,23168,520,1,0,0,0,1,1430073280.0,1,0,1,0.46,0,0,77.0,1,1,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Tina,Bern,Bern,nan,CH
51462d7f1b0ba0ce2400003d,25,25,27375,885,0,0,1,0,1,1428503467.0,1,0,1,0.85,0,0,173.0,1,0,0.0,0.0,M,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,Bern,ZÃ¼rich,nan,CH
5149e90d160ba0e1190000a0,20,12,15236,764,1,0,0,0,0,1430012932.0,1,0,1,0.65,0,0,85.1,1,0,0.0,0.0,M,65.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,Jenny,Biel,Biel,nan,CH
514dfc81190ba09d5600057d,19,5,1167,29,1,1,1,0,0,1429557005.0,1,0,1,0.58,0,0,145.0,1,0,0.0,0.0,none,47.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,LÃ¶rrach,LÃ¶rrach,nan,DE
515385691b0ba05e0f000192,19,11,22226,2338,1,1,1,0,1,1428473781.0,1,0,1,0.88,0,0,173.0,1,0,0.0,0.0,none,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Other,ZÃ¼rich,ZÃ¼rich,nan,CH
